ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Mileage,Seating Capacity,City
Petrol,Sedan,37778,Manual,2,Honda,Honda Amaze,2019,627000.0,19.5,5.0,Chennai
Petrol,Hatchback,54024,Manual,1,Maruti,Maruti Baleno,2017,575000.0,21.4,5.0,Chennai
Petrol,SUV,85941,Manual,2,Tata,Tata Nexon,2018,658000.0,17.0,5.0,Chennai
Petrol,Hatchback,89329,Automatic,1,Maruti,Maruti Celerio X,2018,476999.99999999994,21.63,5.0,Chennai
Petrol,Hatchback,40000,Manual,2,Tata,Tata Tiago,2019,500000.0,23.84,5.0,Chennai
Petrol,Hatchback,17000,Manual,1,Maruti,Maruti Swift,2017,650000.0,21.21,5.0,Chennai
Petrol,Hatchback,83887,Manual,1,Maruti,Maruti Ignis,2017,455000.0,20.89,5.0,Chennai
Diesel,Hatchback,150000,Manual,1,Hyundai,Hyundai i20 Active,2015,475000.0,21.19,5.0,Chennai
Diesel,MUV,39000,Automatic,1,Toyota,Toyota Innova Crysta,2021,2800000.0,12.0,7.0,Chennai
Petrol,Sedan,23000,Automatic,1,Hyundai,Hyundai Verna,2018,975000.0,17.0,5.0,Chennai
Petrol,Sedan,80000,Manual,1,Hyundai,Hyundai Verna,2017,750000.0,17.0,5.0,Chennai
Petrol,Hatchback,34000,Automatic,1,Maruti,Maruti Celerio,2016,484999.99999999994,23.1,5.0,Chennai
Petrol,Hatchback,29973,Manual,1,Maruti,Maruti Celerio,2017,459999.99999999994,23.1,5.0,Chennai
Petrol,Sedan,30000,Manual,1,Honda,Honda City,2021,1265000.0,18.6,5.0,Chennai
Diesel,Hatchback,80805,Manual,2,Hyundai,Hyundai i20 Active,2016,567000.0,21.19,5.0,Chennai
Petrol,Hatchback,26235,Manual,1,Tata,Tata Tiago,2020,619000.0,23.84,5.0,Chennai
Petrol,Sedan,95963,Manual,0,Honda,Honda City,2017,630000.0,17.8,5.0,Chennai
Petrol,SUV,83294,Manual,1,Hyundai,Hyundai Creta,2018,835000.0,15.8,5.0,Chennai
Diesel,SUV,17963,Manual,2,MG,MG Hector,2021,1703000.0,17.41,5.0,Chennai
Petrol,Hatchback,102696,Manual,1,Maruti,Maruti Baleno,2019,635000.0,21.4,5.0,Chennai
Diesel,Hatchback,57206,Manual,2,Hyundai,Hyundai i20,2019,635000.0,22.54,5.0,Chennai
Diesel,Hatchback,120000,Manual,2,Ford,Ford Figo,2013,300000.0,20.0,5.0,Chennai
Petrol,Hatchback,81829,Manual,1,Hyundai,Hyundai i20,2017,657000.0,18.6,5.0,Chennai
Petrol,Hatchback,54395,Manual,2,Maruti,Maruti Celerio,2014,390000.0,25.24,5.0,Chennai
Diesel,Sedan,50000,Manual,1,Tata,Tata Tigor,2019,620000.0,24.7,5.0,Chennai
Petrol,Sedan,70000,Manual,2,Volkswagen,Volkswagen Ameo,2017,465000.00000000006,17.0,5.0,Chennai
Petrol,Hatchback,36000,Manual,1,Hyundai,Hyundai i20,2015,590000.0,18.6,5.0,Chennai
Diesel,SUV,125000,Manual,2,Isuzu,Isuzu MU 7,2016,950000.0,12.08,7.0,Chennai
Diesel,Sedan,75000,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,2150000.0,17.9,5.0,Chennai
Diesel,Sedan,45007,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,4600000.0,16.1,5.0,Chennai
Petrol,Sedan,49617,Manual,1,Honda,Honda Amaze,2016,490000.00000000006,19.5,5.0,Chennai
Petrol,Sedan,57782,Manual,1,Toyota,Toyota Etios,2016,620000.0,16.78,5.0,Chennai
Diesel,Sedan,38000,Automatic,1,Skoda,Skoda Superb,2015,1950000.0,17.2,5.0,Chennai
Diesel,Sedan,110000,Automatic,3,BMW,BMW 5 Series,2008,680000.0,11.5,5.0,Chennai
Petrol,Hatchback,22066,Manual,2,Honda,Honda Jazz,2018,594000.0,18.7,5.0,Chennai
Petrol,Hatchback,65707,Manual,1,Hyundai,Hyundai i20,2016,536000.0,18.6,5.0,Chennai
Petrol,Hatchback,89488,Manual,1,Maruti,Maruti Celerio,2015,365000.0,23.1,5.0,Chennai
Petrol,Hatchback,88663,Automatic,2,Maruti,Maruti Ignis,2017,544000.0,20.89,5.0,Chennai
Petrol,Hatchback,31679,Manual,1,Tata,Tata Tiago,2020,566000.0,23.84,5.0,Chennai
Petrol,Hatchback,68178,Manual,1,Hyundai,Hyundai Grand i10,2013,420000.0,18.9,5.0,Chennai
Petrol,Sedan,61279,Manual,2,Honda,Honda City,2017,748000.0,17.8,5.0,Chennai
Petrol,Sedan,8963,Manual,1,Honda,Honda Amaze,2021,880000.0000000001,18.6,5.0,Chennai
Petrol,Sedan,80281,Manual,1,Maruti,Maruti Swift Dzire,2017,616000.0,21.21,5.0,Chennai
Petrol,SUV,50580,Manual,1,MG,MG Hector,2020,1554000.0,14.16,5.0,Chennai
Petrol,Hatchback,21000,Automatic,1,Mini,Mini Cooper,2014,2100000.0,19.23,5.0,Chennai
Diesel,SUV,55000,Automatic,1,Audi,Audi Q3,2016,2175000.0,15.73,5.0,Chennai
Diesel,SUV,70000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,2018,4200000.0,17.9,5.0,Chennai
Petrol,SUV,58000,Automatic,1,Audi,Audi Q5,2019,4300000.0,8.5,5.0,Chennai
Petrol,Sedan,65224,Manual,1,Volkswagen,Volkswagen Vento,2018,725000.0,16.09,5.0,Chennai
Petrol,Hatchback,120000,Manual,1,Maruti,Maruti Ritz,2010,275000.0,21.1,5.0,Chennai
Diesel,SUV,42001,Automatic,1,BMW,BMW X5,2018,5750000.0,15.97,5.0,Chennai
Petrol,Sedan,30316,Manual,1,Maruti,Maruti Swift Dzire,2017,635000.0,19.0,5.0,Chennai
Diesel,Sedan,64000,Automatic,3,Mercedes-Benz,Mercedes-Benz E-Class,2013,1800000.0,13.0,5.0,Chennai
Diesel,Sedan,40000,Automatic,1,Volvo,Volvo S60,2015,1900000.0,9.0,5.0,Chennai
Petrol,Hatchback,100526,Manual,1,Maruti,Maruti Swift,2017,509999.99999999994,22.38,5.0,Chennai
Petrol,Hatchback,17273,Manual,1,Maruti,Maruti Swift,2021,817000.0,22.38,5.0,Chennai
Diesel,SUV,107737,Manual,1,Maruti,Maruti SX4 S Cross,2018,850000.0,23.65,5.0,Chennai
Petrol,SUV,111586,Manual,2,Ford,Ford Ecosport,2016,539000.0,15.85,5.0,Chennai
Petrol,Hatchback,73369,Automatic,2,Maruti,Maruti Baleno,2017,538000.0,21.4,5.0,Chennai
Petrol,Hatchback,63697,Manual,1,Maruti,Maruti Alto,2012,235000.0,19.7,5.0,Chennai
Petrol,Hatchback,45224,Manual,1,Hyundai,Hyundai i20,2018,666000.0,18.6,5.0,Chennai
Diesel,Hatchback,110701,Manual,2,Ford,Ford Figo,2010,210000.0,20.0,5.0,Chennai
Petrol,Hatchback,49124,Manual,2,Maruti,Maruti Wagon R,2016,413000.0,20.51,5.0,Chennai
Petrol,Sedan,96861,Manual,1,Maruti,Maruti Swift Dzire,2016,505000.0,22.41,5.0,Chennai
Petrol,Hatchback,64636,Manual,2,Hyundai,Hyundai i10,2009,300000.0,20.36,5.0,Chennai
Diesel,Sedan,134000,Automatic,1,Audi,Audi A6,2014,890000.0,17.68,5.0,Chennai
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti 800,2002,140000.0,16.1,4.0,Chennai
Petrol,SUV,14118,Automatic,1,Renault,Renault Kiger,2022,810000.0,19.03,5.0,Chennai
Diesel,SUV,1200,Automatic,1,Jeep,Jeep Meridian,2023,4100000.0,18.9,7.0,Chennai
Petrol,SUV,36000,Automatic,2,Ford,Ford Ecosport,2018,725000.0,14.8,5.0,Chennai
Petrol,SUV,10000,Automatic,1,Skoda,Skoda Kushaq,2022,1755000.0,17.2,5.0,Chennai
Petrol,SUV,50000,Manual,1,Kia,Kia Seltos,2019,1050000.0,16.8,5.0,Chennai
Petrol,SUV,30000,Manual,1,Toyota,Toyota Urban cruiser,2021,1000000.0,17.03,5.0,Chennai
Petrol,Sedan,29000,Automatic,1,Skoda,Skoda Rapid,2018,850000.0,14.84,5.0,Chennai
Petrol,Hatchback,55940,Manual,2,Hyundai,Hyundai i20,2014,508000.0,18.6,5.0,Chennai
Diesel,Sedan,115915,Manual,2,Honda,Honda City,2018,851000.0,25.6,5.0,Chennai
Petrol,Hatchback,1000,Automatic,1,Renault,Renault KWID,2022,625000.0,22.3,5.0,Chennai
Petrol,Hatchback,96184,Automatic,2,Honda,Honda Jazz,2016,560000.0,19.0,5.0,Chennai
Petrol,Hatchback,87780,Manual,1,Hyundai,Hyundai i10,2014,335000.0,19.81,5.0,Chennai
Petrol,Hatchback,118921,Manual,1,Hyundai,Hyundai i20,2015,445000.0,18.6,5.0,Chennai
Diesel,SUV,73834,Manual,2,Ford,Ford Ecosport,2019,830000.0000000001,23.0,5.0,Chennai
Diesel,SUV,20000,Automatic,1,Mahindra,Mahindra Thar,2022,1789999.9999999998,18.9,4.0,Chennai
Petrol,Hatchback,38514,Manual,1,Maruti,Maruti Baleno,2016,630000.0,21.4,5.0,Chennai
Petrol,Sedan,74401,Manual,2,Maruti,Maruti Swift Dzire,2016,527000.0,22.41,5.0,Chennai
Petrol,SUV,40000,Automatic,1,Hyundai,Hyundai Creta,2020,1320000.0,16.8,5.0,Chennai
Petrol,Hatchback,9000,Manual,1,Maruti,Maruti Swift,2022,860000.0,22.38,5.0,Chennai
Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Creta,2017,766000.0,15.29,5.0,Chennai
Petrol,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2020,610000.0,22.41,5.0,Chennai
Diesel,Sedan,80000,Automatic,3,Skoda,Skoda Rapid,2015,475000.0,21.66,5.0,Chennai
Petrol,Hatchback,82000,Manual,2,Hyundai,Hyundai Grand i10,2014,390000.0,18.9,5.0,Chennai
Petrol,Sedan,32947,Automatic,1,Hyundai,Hyundai Aura,2020,680000.0,20.1,5.0,Chennai
Diesel,SUV,9000,Manual,1,Jeep,Jeep Meridian,2022,3150000.0,18.9,7.0,Chennai
Petrol,Sedan,25000,Manual,1,Hyundai,Hyundai Verna,2018,855000.0000000001,17.0,5.0,Chennai
Petrol,MUV,10000,Manual,1,Maruti,Maruti XL6,2022,1200000.0,19.01,6.0,Chennai
Petrol,Sedan,8413,Manual,1,Skoda,Skoda Slavia,2022,1786000.0,18.72,5.0,Chennai
Petrol,Hatchback,34460,Manual,1,Hyundai,Hyundai i20,2016,614000.0,18.6,5.0,Chennai
Petrol,Sedan,33886,Manual,1,Maruti,Maruti Swift Dzire,2010,340000.0,17.5,5.0,Chennai
Petrol,Hatchback,57910,Manual,2,Hyundai,Hyundai i20 Active,2016,558000.0,17.19,5.0,Chennai
Petrol,MUV,46233,Manual,2,Renault,Renault Triber,2020,650000.0,20.0,7.0,Chennai
Petrol,Sedan,60000,Automatic,1,Honda,Honda City,2017,950000.0,18.3,5.0,Chennai
Petrol,Hatchback,48979,Manual,1,Maruti,Maruti Swift,2021,710000.0,22.38,5.0,Chennai
Petrol,SUV,42000,Automatic,1,MG,MG Hector,2019,1700000.0,13.96,5.0,Chennai
Diesel,SUV,106165,Manual,1,Ford,Ford Ecosport,2016,684000.0,22.77,5.0,Chennai
Petrol,Hatchback,91261,Manual,1,Datsun,Datsun RediGO,2018,309000.0,22.7,5.0,Chennai
Petrol,Hatchback,36711,Manual,1,Maruti,Maruti Celerio,2018,500000.0,21.63,5.0,Chennai
Petrol,Sedan,9000,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,5500000.0,15.3,5.0,Chennai
Petrol,Hatchback,30428,Manual,0,Maruti,Maruti Baleno,2018,650000.0,21.4,5.0,Chennai
Petrol,Hatchback,49791,Manual,1,Renault,Renault KWID,2018,360000.0,23.01,5.0,Chennai
Diesel,SUV,40000,Manual,1,MG,MG Hector Plus,2021,1875000.0,16.65,6.0,Chennai
Petrol,Sedan,40000,Manual,2,Hyundai,Hyundai Xcent,2014,450000.0,19.1,5.0,Chennai
Petrol,Hatchback,50000,Automatic,2,Maruti,Maruti Baleno,2018,660000.0,21.4,5.0,Chennai
Diesel,SUV,60000,Manual,1,Maruti,Maruti Vitara Brezza,2019,950000.0,24.3,5.0,Chennai
Petrol,Sedan,60000,Manual,1,Volkswagen,Volkswagen Ameo,2017,500000.0,17.0,5.0,Chennai
Diesel,SUV,70000,Automatic,1,Ford,Ford Endeavour,2017,2390000.0,12.62,7.0,Chennai
Petrol,Hatchback,107158,Manual,2,Maruti,Maruti Wagon R,2014,361000.0,20.51,5.0,Chennai
Petrol,Hatchback,90811,Manual,1,Hyundai,Hyundai Grand i10,2019,549000.0,18.9,5.0,Chennai
Petrol,Hatchback,76454,Manual,3,Ford,Ford Figo,2012,210000.0,15.6,5.0,Chennai
Petrol,Hatchback,57464,Manual,1,Maruti,Maruti Swift,2021,704000.0,22.38,5.0,Chennai
Petrol,Sedan,95072,Manual,1,Honda,Honda Amaze,2019,729000.0,19.5,5.0,Chennai
Petrol,Sedan,51789,Automatic,1,Honda,Honda City,2014,700000.0,18.0,5.0,Chennai
Petrol,Hatchback,56028,Manual,2,Hyundai,Hyundai i20,2018,619000.0,18.6,5.0,Chennai
Petrol,Sedan,60000,Manual,1,Honda,Honda City,2017,725000.0,17.8,5.0,Chennai
Petrol,Hatchback,36460,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,621000.0,20.7,5.0,Chennai
Petrol,Sedan,103249,Manual,1,Honda,Honda Amaze,2020,685000.0,19.5,5.0,Chennai
Petrol,Sedan,45568,Manual,1,Honda,Honda City,2021,950000.0,18.6,5.0,Chennai
Diesel,SUV,130000,Automatic,1,Ford,Ford Endeavour,2017,1850000.0,12.62,7.0,Chennai
Diesel,SUV,60000,Manual,1,MG,MG Hector Plus,2021,1850000.0,16.65,6.0,Chennai
Diesel,Sedan,100521,Manual,1,Skoda,Skoda Rapid,2013,409999.99999999994,20.5,5.0,Chennai
Petrol,Sedan,42709,Manual,1,Volkswagen,Volkswagen Ameo,2019,570000.0,19.44,5.0,Chennai
Diesel,SUV,150000,Manual,2,Mahindra,Mahindra TUV 300,2016,550000.0,18.49,7.0,Chennai
Petrol,Sedan,100000,Manual,1,Honda,Honda City,2015,600000.0,17.4,5.0,Chennai
Diesel,Sedan,120000,Manual,3,Volkswagen,Volkswagen Jetta,2009,225999.99999999997,15.0,5.0,Chennai
Petrol,Sedan,30000,Automatic,1,Hyundai,Hyundai Elantra,2018,1350000.0,14.62,5.0,Chennai
Diesel,Sedan,70000,Automatic,1,BMW,BMW 3 Series,2016,2600000.0,22.69,5.0,Chennai
Petrol,Hatchback,104279,Manual,1,Hyundai,Hyundai Grand i10,2014,365000.0,18.9,5.0,Chennai
Petrol,Hatchback,73321,Manual,1,Hyundai,Hyundai i20 Active,2018,707000.0,17.19,5.0,Chennai
Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2017,800000.0,17.0,5.0,Chennai
Petrol,Hatchback,34279,Manual,1,Hyundai,Hyundai Santro,2018,520000.0,20.3,5.0,Chennai
Petrol,Hatchback,55040,Manual,2,Hyundai,Hyundai i20,2016,602000.0,18.6,5.0,Chennai
Diesel,Sedan,39000,Automatic,2,Hyundai,Hyundai Verna,2018,1050000.0,22.0,5.0,Chennai
Diesel,Hatchback,104336,Manual,2,Hyundai,Hyundai i20,2014,546000.0,22.54,5.0,Chennai
Diesel,Sedan,45000,Automatic,3,Volvo,Volvo S90,2019,3475000.0,18.0,5.0,Chennai
Petrol,Sedan,69617,Manual,1,Honda,Honda City,2020,1188000.0,18.6,5.0,Chennai
Petrol,Hatchback,47429,Manual,1,Hyundai,Hyundai i20,2016,621000.0,18.6,5.0,Chennai
Petrol,Hatchback,67000,Manual,1,Maruti,Maruti Swift,2015,515000.00000000006,21.21,5.0,Chennai
Petrol,Hatchback,80000,Manual,1,Volkswagen,Volkswagen Polo,2016,600000.0,16.2,5.0,Chennai
Petrol,Hatchback,27000,Manual,1,Volkswagen,Volkswagen Polo,2018,775000.0,18.78,5.0,Chennai
Diesel,SUV,56000,Manual,2,Ford,Ford Ecosport,2016,645000.0,22.77,5.0,Chennai
Petrol,Sedan,33379,Manual,1,Honda,Honda Amaze,2018,650000.0,18.6,5.0,Chennai
Diesel,Sedan,80000,Manual,1,Maruti,Maruti Ciaz,2017,700000.0,28.09,5.0,Chennai
Petrol,Sedan,90000,Manual,1,Hyundai,Hyundai Xcent,2016,437000.0,19.1,5.0,Chennai
Petrol,Sedan,50197,Manual,1,Hyundai,Hyundai Xcent,2015,459999.99999999994,19.1,5.0,Chennai
Petrol,Sedan,80000,Manual,2,Hyundai,Hyundai Accent,2012,250000.0,16.36,5.0,Chennai
Petrol,Hatchback,60611,Manual,0,Honda,Honda Jazz,2016,520000.0,18.7,5.0,Chennai
Petrol,SUV,61120,Manual,3,Ford,Ford Ecosport,2017,566000.0,15.85,5.0,Chennai
Petrol,Hatchback,55415,Manual,1,Renault,Renault KWID,2019,403000.0,23.01,5.0,Chennai
Diesel,SUV,52000,Automatic,1,Jaguar,Jaguar F-Pace,2018,4950000.0,16.38,5.0,Chennai
Petrol,Hatchback,48579,Manual,1,Honda,Honda Jazz,2015,517000.0,18.7,5.0,Chennai
Petrol,Sedan,59532,Manual,2,Hyundai,Hyundai Xcent,2016,449000.0,19.1,5.0,Chennai
Petrol,Sedan,200300,Manual,2,Honda,Honda City,2014,455000.0,17.0,5.0,Chennai
Petrol,Sedan,113231,Manual,1,Volkswagen,Volkswagen Jetta,2014,643000.0,14.69,5.0,Chennai
Diesel,SUV,106338,Manual,2,Mahindra,Mahindra TUV 300,2018,705000.0,18.49,7.0,Chennai
Diesel,Hatchback,40629,Manual,1,Tata,Tata Altroz,2021,889000.0,23.64,5.0,Chennai
Diesel,Sedan,73341,Automatic,2,Maruti,Maruti Swift Dzire,2016,621000.0,26.59,5.0,Chennai
Diesel,Sedan,39001,Automatic,2,BMW,BMW 3 Series,2011,1400000.0,22.69,5.0,Chennai
Petrol,Sedan,81532,Manual,1,Honda,Honda City,2014,630000.0,17.4,5.0,Chennai
Petrol,Sedan,108818,Manual,1,Honda,Honda City,2015,530000.0,17.4,5.0,Chennai
Petrol,Hatchback,35419,Manual,1,Maruti,Maruti Baleno,2017,678000.0,21.01,5.0,Chennai
Diesel,Sedan,80000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,1200000.0,19.71,5.0,Chennai
Diesel,Sedan,100000,Manual,2,Renault,Renault Fluence,2014,524000.0,20.4,5.0,Chennai
Diesel,Sedan,12000,Automatic,1,Audi,Audi A4,2014,2150000.0,17.11,5.0,Chennai
Diesel,Sedan,70001,Manual,1,Hyundai,Hyundai Verna,2011,675000.0,22.32,5.0,Chennai
Diesel,Sedan,61331,Manual,1,Hyundai,Hyundai Xcent,2014,470000.0,24.4,5.0,Chennai
Diesel,Sedan,51438,Manual,1,Honda,Honda Amaze,2014,530000.0,25.8,5.0,Chennai
Petrol,Hatchback,67988,Manual,1,Hyundai,Hyundai Santro,2019,463000.0,20.3,5.0,Chennai
Petrol,Hatchback,36032,Automatic,2,Honda,Honda Jazz,2019,727000.0,18.2,5.0,Chennai
Petrol,Sedan,114883,Manual,1,Honda,Honda City,2015,515000.00000000006,17.4,5.0,Chennai
Petrol,Sedan,88584,Manual,1,Maruti,Maruti Swift Dzire,2016,547000.0,22.41,5.0,Chennai
Diesel,Hatchback,97419,Manual,2,Maruti,Maruti Ritz,2012,307000.0,23.2,5.0,Chennai
Petrol,SUV,70000,Automatic,1,BMW,BMW X3,2019,4800000.0,13.17,5.0,Chennai
Diesel,SUV,106498,Manual,2,Ford,Ford Ecosport,2015,529000.0,22.7,5.0,Chennai
Petrol,SUV,70000,Automatic,1,BMW,BMW X3,2019,4800000.0,13.17,5.0,Chennai
Diesel,Hatchback,68177,Manual,2,Maruti,Maruti Swift,2016,624000.0,25.2,5.0,Chennai
Petrol,Sedan,27524,Manual,1,Skoda,Skoda Slavia,2022,1816000.0,18.72,5.0,Chennai
Diesel,SUV,75471,Manual,1,Maruti,Maruti SX4 S Cross,2017,850000.0,23.65,5.0,Chennai
Petrol,Sedan,8000,Manual,1,Honda,Honda Amaze,2021,745000.0,18.6,5.0,Chennai
Petrol,MUV,13200,Automatic,1,Kia,Kia Carens,2022,1689999.9999999998,18.9,6.0,Chennai
Petrol,SUV,20000,Manual,1,Hyundai,Hyundai Creta,2021,1150000.0,18.9,5.0,Chennai
Diesel,SUV,20000,Automatic,1,Citroen,Citroen C5 Aircross,2022,3000000.0,18.6,5.0,Chennai
Petrol,Hatchback,60730,Manual,1,Maruti,Maruti Alto K10,2017,310000.0,23.95,5.0,Chennai
Petrol,Sedan,44494,Manual,2,Maruti,Maruti Swift Dzire,2016,495000.0,20.85,5.0,Chennai
Petrol,MUV,20000,Manual,1,Maruti,Maruti Ertiga,2017,800000.0,17.5,7.0,Chennai
Diesel,SUV,45673,Automatic,1,Tata,Tata Nexon,2019,825000.0,21.5,5.0,Chennai
Diesel,SUV,26000,Manual,1,Toyota,Toyota Fortuner,2020,3575000.0,14.24,7.0,Chennai
Petrol,Sedan,51878,Manual,1,Hyundai,Hyundai Verna,2017,774000.0,17.01,5.0,Chennai
Petrol,Hatchback,56747,Automatic,1,Nissan,Nissan Micra,2017,525000.0,19.15,5.0,Chennai
Petrol,Hatchback,38000,Manual,1,Maruti,Maruti Swift,2018,600000.0,20.4,5.0,Chennai
Petrol,Hatchback,76457,Manual,2,Hyundai,Hyundai i20,2016,582000.0,18.6,5.0,Chennai
Petrol,Hatchback,78880,Manual,2,Honda,Honda Jazz,2017,551000.0,18.7,5.0,Chennai
Petrol,Sedan,19593,Manual,1,Maruti,Maruti Swift Dzire,2015,525000.0,20.85,5.0,Chennai
Petrol,Hatchback,84429,Manual,1,Hyundai,Hyundai i20,2016,583000.0,18.6,5.0,Chennai
Diesel,Hatchback,27599,Manual,1,Hyundai,Hyundai i20,2021,825000.0,25.0,5.0,Chennai
Petrol,MUV,76898,Manual,1,Renault,Renault Triber,2020,670000.0,20.0,7.0,Chennai
Petrol,Hatchback,119070,Manual,2,Volkswagen,Volkswagen Polo,2013,396000.0,16.47,5.0,Chennai
Diesel,Hatchback,120000,Manual,2,Tata,Tata Indica,2004,49000.0,13.5,5.0,Chennai
Petrol,Sedan,32199,Manual,1,Maruti,Maruti Swift Dzire,2017,590000.0,20.85,5.0,Chennai
Petrol,Hatchback,85607,Manual,1,Tata,Tata Tiago,2016,400000.0,23.84,5.0,Chennai
Petrol,Hatchback,30000,Manual,1,Maruti,Maruti Baleno,2019,700000.0,21.4,5.0,Chennai
Diesel,SUV,80000,Manual,1,Mahindra,Mahindra TUV 300,2017,700000.0,18.49,7.0,Chennai
Diesel,SUV,1200000,Manual,1,Mahindra,Mahindra Scorpio,2019,1150000.0,18.9,7.0,Chennai
Petrol,Hatchback,45429,Automatic,1,Honda,Honda Jazz,2016,595000.0,19.0,5.0,Chennai
Petrol,Hatchback,9000,Manual,1,Renault,Renault KWID,2019,459999.99999999994,22.25,5.0,Chennai
Petrol,Hatchback,31000,Manual,1,Maruti,Maruti Alto 800,2019,395000.0,24.7,5.0,Chennai
Diesel,Hatchback,81488,Manual,1,Volkswagen,Volkswagen Polo,2013,434999.99999999994,20.14,5.0,Chennai
Petrol,Hatchback,94439,Manual,1,Volkswagen,Volkswagen Polo,2019,666000.0,18.78,5.0,Chennai
Petrol,Hatchback,98481,Manual,3,Maruti,Maruti Swift,2013,380000.0,22.38,5.0,Chennai
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti Baleno,2018,700000.0,21.4,5.0,Chennai
Diesel,Sedan,100894,Automatic,2,Volkswagen,Volkswagen Vento,2016,692000.0,22.15,5.0,Chennai
Diesel,Hatchback,86215,Manual,1,Maruti,Maruti Swift,2016,590000.0,25.2,5.0,Chennai
Diesel,Sedan,120000,Manual,2,Ford,Ford Fiesta,2006,125000.0,17.8,5.0,Chennai
Petrol,Hatchback,98115,Manual,2,Volkswagen,Volkswagen Polo,2017,520000.0,16.2,5.0,Chennai
Petrol,Sedan,47125,Manual,1,Maruti,Maruti Swift Dzire,2019,695000.0,17.5,5.0,Chennai
Petrol,Hatchback,4453,Manual,1,Maruti,Maruti Wagon R,2022,607000.0,23.56,5.0,Chennai
Petrol,SUV,9991,Manual,1,Tata,Tata Punch,2022,688000.0,20.09,5.0,Chennai
Petrol,Hatchback,4564,Manual,1,Maruti,Maruti Wagon R,2021,660000.0,18.9,5.0,Chennai
Diesel,Hatchback,108713,Manual,1,Ford,Ford Figo,2012,250000.0,20.0,5.0,Chennai
Petrol,Sedan,13000,Manual,1,Honda,Honda City,2021,1245000.0,18.6,5.0,Chennai
Petrol,SUV,55450,Manual,2,Honda,Honda WR-V,2017,575000.0,17.5,5.0,Chennai
Petrol,SUV,49000,Manual,1,Hyundai,Hyundai Creta,2016,844999.9999999999,13.0,5.0,Chennai
Petrol,Sedan,86694,Manual,1,Hyundai,Hyundai Xcent,2015,405000.0,20.14,5.0,Chennai
Diesel,Sedan,150000,Manual,2,Maruti,Maruti Swift Dzire,2013,300000.0,23.4,5.0,Chennai
Petrol,Sedan,25284,Manual,0,Honda,Honda City,2019,925000.0,17.4,5.0,Chennai
Petrol,Hatchback,30000,Manual,1,Toyota,Toyota Glanza,2021,750000.0,21.01,5.0,Chennai
Diesel,Sedan,109000,Automatic,2,BMW,BMW 3 Series,2015,1300000.0,18.88,5.0,Chennai
Petrol,MUV,4605,Manual,1,Kia,Kia Carens,2022,1714000.0,16.2,6.0,Chennai
Petrol,SUV,49218,Manual,1,Kia,Kia Sonet,2020,927999.9999999999,18.2,5.0,Chennai
Petrol,Sedan,45568,Manual,1,Honda,Honda City,2021,950000.0,18.6,5.0,Chennai
Petrol,SUV,36035,Manual,1,Tata,Tata Punch,2022,702000.0,20.09,5.0,Chennai
Diesel,SUV,45242,Manual,1,Mahindra,Mahindra XUV300,2020,844999.9999999999,20.1,5.0,Chennai
Diesel,SUV,38000,Automatic,2,Land Rover,Land Rover Discovery Sport,2018,3475000.0,12.51,7.0,Chennai
Petrol,Hatchback,52979,Automatic,1,Tata,Tata Tiago,2019,513000.0,23.84,5.0,Chennai
Diesel,Sedan,67130,Manual,2,Honda,Honda Amaze,2015,570000.0,24.7,5.0,Chennai
Petrol,SUV,19595,Manual,1,Honda,Honda BR-V,2018,851000.0,15.4,7.0,Chennai
Diesel,SUV,23183,Manual,1,Mahindra,Mahindra Scorpio N,2022,2350000.0,18.9,7.0,Chennai
Diesel,Sedan,15000,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,5790000.0,19.62,5.0,Chennai
Petrol,Hatchback,67558,Manual,1,Maruti,Maruti Celerio,2014,370000.0,23.1,5.0,Chennai
Petrol,SUV,40000,Manual,1,Hyundai,Hyundai Alcazar,2021,1900000.0,14.5,6.0,Chennai
Petrol,Hatchback,55664,Manual,1,Volkswagen,Volkswagen Polo,2014,459999.99999999994,16.47,5.0,Chennai
Petrol,Hatchback,55664,Manual,1,Volkswagen,Volkswagen Polo,2014,459999.99999999994,16.47,5.0,Chennai
Diesel,Hatchback,109324,Manual,1,Hyundai,Hyundai i20,2013,365000.0,21.9,5.0,Chennai
Diesel,SUV,118008,Automatic,1,Skoda,Skoda Kodiaq,2018,2600000.0,16.25,7.0,Chennai
Diesel,SUV,72000,Manual,1,Renault,Renault Duster,2016,790000.0,19.72,5.0,Chennai
Diesel,Hatchback,86630,Manual,1,Maruti,Maruti Swift,2013,450000.0,22.9,5.0,Chennai
Petrol,Hatchback,82476,Manual,1,Maruti,Maruti Wagon R,2014,370000.0,20.51,5.0,Chennai
